Customer_ID,Region,Age_Band,Account_Type,Account_Tenure_Years
100757,Yorkshire and Humber,25-34,Current,17.6
100758,North East,25-34,Current,4.1
100759,East Midlands,35-44,Current,6.1
100760,London,25-34,Student,13.7
100761,South East,45-54,Student,1.3
100762,West Midlands,25-34,Savings,19.0
100763,East Midlands,25-34,Current,0.6
100764,West Midlands,45-54,Current,17.0
100765,East of England,35-44,Premier,7.3
100766,East Midlands,35-44,Premier,3.1
100767,West Midlands,55-64,Current,7.6
100768,East Midlands,65+,Savings,19.5
100769,West Midlands,45-54,Current,10.6
100770,London,25-34,Current,1.3
100771,North West,25-34,Premier,18.8
100772,London,65+,Premier,3.0
100773,London,45-54,Premier,1.2
100774,South West,55-64,Current,1.0
100775,East Midlands,45-54,Current,16.5
100776,East of England,25-34,Student,3.1
100777,London,35-44,Savings,3.7
100778,West Midlands,55-64,Current,18.9
100779,South East,65+,Current,12.3
100780,East of England,25-34,Current,5.8
100781,North West,45-54,Current,11.8
100782,East of England,25-34,Student,4.9
100783,London,65+,Current,9.9
100784,London,25-34,Current,6.8
100785,Wales,55-64,Current,12.5
100786,Yorkshire and Humber,25-34,Current,15.2
100787,South West,45-54,Current,7.0
100788,North West,45-54,Current,3.0
100789,South West,35-44,Savings,7.2
100790,London,55-64,Current,15.2
100791,North West,65+,Savings,15.8
100792,Yorkshire and Humber,55-64,Current,15.7
100793,North West,35-44,Current,19.5
100794,East Midlands,55-64,Current,16.5
100795,East Midlands,45-54,Savings,19.4
100796,Yorkshire and Humber,45-54,Current,12.6
100797,East Midlands,35-44,Current,4.7
100798,West Midlands,45-54,Current,12.2
100799,South East,25-34,Current,4.0
100800,South East,35-44,Current,1.8
100801,South East,25-34,Current,6.1
100802,North West,35-44,Current,7.3
100803,East of England,25-34,Current,14.2
100804,London,25-34,Savings,7.3
100805,West Midlands,55-64,Current,0.2
100806,West Midlands,45-54,Premier,18.3
100807,South East,18-24,Savings,11.8
100808,West Midlands,55-64,Current,4.3
100809,London,65+,Savings,5.1
100810,Wales,65+,Current,2.6
100811,East Midlands,55-64,Premier,18.1
100812,East Midlands,65+,Premier,4.7
100813,Wales,45-54,Student,18.8
100814,London,65+,Current,5.4
100815,West Midlands,65+,Premier,16.0
100816,East of England,35-44,Savings,0.3
100817,East of England,65+,Student,9.7
100818,London,55-64,Current,7.4
100819,London,55-64,Premier,6.8
100820,North West,65+,Savings,19.8
100821,East Midlands,35-44,Current,14.4
100822,London,35-44,Premier,5.2
100823,North West,45-54,Savings,15.1
100824,South East,55-64,Premier,2.7
100825,South West,65+,Current,18.5
100826,East Midlands,65+,Current,8.6
100827,London,55-64,Savings,3.9
100828,North West,65+,Current,5.5
100829,East of England,25-34,Savings,3.2
100830,North West,65+,Savings,18.6
100831,London,18-24,Current,6.2
100832,London,45-54,Savings,2.9
100833,Yorkshire and Humber,25-34,Current,16.3
100834,South East,45-54,Savings,4.3
100835,South East,35-44,Student,2.0
100836,London,25-34,Current,13.4
100837,South East,45-54,Current,0.2
100838,Wales,55-64,Current,16.7
100839,Yorkshire and Humber,25-34,Current,11.3
100840,London,55-64,Student,5.0
100841,East Midlands,25-34,Current,9.5
100842,South West,25-34,Current,5.3
100843,London,25-34,Current,10.7
100844,Yorkshire and Humber,45-54,Savings,11.5
100845,West Midlands,55-64,Savings,15.5
100846,East of England,45-54,Current,9.4
100847,Yorkshire and Humber,55-64,Current,15.8
100848,South East,45-54,Current,1.5
100849,West Midlands,55-64,Current,18.4
100850,North East,65+,Current,3.8
100851,West Midlands,35-44,Savings,16.7
100852,West Midlands,25-34,Current,9.9
100853,East of England,25-34,Current,2.2
100854,East of England,45-54,Savings,7.3
100855,North West,45-54,Savings,18.4
100856,London,25-34,Current,16.7
100857,South East,65+,Current,14.5
100858,East of England,65+,Savings,7.7
100859,Yorkshire and Humber,25-34,Current,11.8
100860,London,25-34,Savings,4.7
100861,South East,25-34,Savings,13.0
100862,South East,35-44,Student,5.3
100863,South West,55-64,Current,16.6
100864,London,45-54,Current,14.1
100865,West Midlands,18-24,Student,7.8
100866,East of England,35-44,Current,13.2
100867,East of England,25-34,Current,6.6
100868,South West,35-44,Current,3.2
100869,West Midlands,35-44,Current,4.8
100870,West Midlands,45-54,Savings,5.5
100871,South East,45-54,Premier,4.6
100872,East Midlands,65+,Savings,13.6
100873,Wales,18-24,Current,14.8
100874,Yorkshire and Humber,55-64,Premier,9.2
100875,South East,18-24,Savings,19.8
100876,East of England,35-44,Current,17.8
100877,Yorkshire and Humber,65+,Savings,1.8
100878,North West,55-64,Current,9.3
100879,London,25-34,Current,18.2
100880,London,45-54,Current,4.5
100881,Yorkshire and Humber,55-64,Current,7.6
100882,London,65+,Current,18.9
100883,North East,45-54,Current,15.5
100884,London,18-24,Current,16.7
100885,West Midlands,45-54,Current,17.6
100886,Yorkshire and Humber,25-34,Current,3.5
100887,Yorkshire and Humber,18-24,Savings,14.0
100888,West Midlands,45-54,Student,16.1
100889,West Midlands,55-64,Current,4.6
100890,South East,18-24,Savings,1.0
100891,Yorkshire and Humber,55-64,Current,3.6
100892,North East,55-64,Current,14.9
100893,North West,55-64,Current,13.9
100894,West Midlands,25-34,Current,17.8
100895,South East,35-44,Current,6.4
100896,East of England,25-34,Savings,12.5
100897,North West,25-34,Savings,0.6
100898,West Midlands,35-44,Premier,18.7
100899,West Midlands,35-44,Premier,11.1
100900,London,25-34,Current,15.0
100901,London,25-34,Current,5.7
100902,North West,65+,Current,1.7
100903,East Midlands,55-64,Current,1.4
100904,London,35-44,Student,16.3
100905,North East,65+,Current,3.1
100906,South East,25-34,Current,16.5
100907,London,35-44,Current,5.4
100908,West Midlands,55-64,Student,10.9
100909,North West,35-44,Current,5.3
100910,North West,25-34,Savings,1.1
100911,South East,35-44,Current,10.9
100912,East of England,45-54,Current,7.4
100913,East of England,45-54,Current,8.8
100914,Wales,35-44,Savings,12.1
100915,Wales,35-44,Savings,6.3
100916,North East,25-34,Current,11.3
100917,East Midlands,45-54,Current,13.2
100918,West Midlands,25-34,Current,1.9
100919,North West,65+,Current,7.1
100920,London,55-64,Current,1.9
100921,West Midlands,35-44,Current,0.2
100922,South West,55-64,Savings,1.1
100923,London,18-24,Savings,11.9
100924,London,35-44,Savings,1.8
100925,West Midlands,35-44,Savings,17.4
100926,North West,35-44,Premier,15.2
100927,West Midlands,55-64,Premier,0.3
100928,East of England,65+,Current,11.5
100929,London,35-44,Current,0.3
100930,South East,35-44,Current,2.3
100931,North West,45-54,Student,19.8
100932,Yorkshire and Humber,35-44,Current,9.2
100933,Yorkshire and Humber,25-34,Current,0.6
100934,South East,65+,Current,17.0
100935,South East,55-64,Current,18.4
100936,West Midlands,65+,Current,11.0
100937,North East,25-34,Savings,14.1
100938,West Midlands,18-24,Current,15.6
100939,East of England,35-44,Student,14.7
100940,West Midlands,65+,Current,9.9
100941,North West,25-34,Student,16.7
100942,South West,25-34,Current,10.6
100943,West Midlands,18-24,Current,5.3
100944,Yorkshire and Humber,55-64,Premier,0.2
100945,London,55-64,Premier,7.2
100946,North West,55-64,Student,1.7
100947,South East,18-24,Premier,1.4
100948,East of England,55-64,Current,9.4
100949,East of England,35-44,Current,18.9
100950,Yorkshire and Humber,25-34,Current,2.2
100951,London,35-44,Student,5.5
100952,North West,45-54,Savings,16.6
100953,North West,35-44,Premier,8.1
100954,West Midlands,65+,Student,15.2
100955,North East,35-44,Savings,10.9
100956,East of England,35-44,Current,12.1
100957,South East,45-54,Current,3.3
100958,London,45-54,Current,7.1
100959,London,18-24,Savings,12.5
100960,London,45-54,Current,0.6
100961,London,25-34,Premier,3.8
100962,London,35-44,Savings,7.8
100963,West Midlands,55-64,Current,13.5
100964,West Midlands,45-54,Student,10.2
100965,North East,35-44,Current,14.4
100966,London,25-34,Savings,14.6
100967,North East,45-54,Current,0.7
100968,West Midlands,35-44,Current,18.0
100969,London,65+,Current,16.5
100970,West Midlands,45-54,Current,5.5
100971,North West,65+,Savings,9.7
100972,East Midlands,35-44,Premier,6.2
100973,West Midlands,55-64,Student,18.1
100974,East of England,18-24,Current,7.7
100975,North West,35-44,Premier,8.0
100976,London,25-34,Current,18.2
100977,London,18-24,Current,12.1
100978,Yorkshire and Humber,65+,Savings,2.8
100979,London,55-64,Premier,12.6
100980,West Midlands,45-54,Premier,15.9
100981,Wales,45-54,Savings,6.8
100982,South West,45-54,Current,10.6
100983,South East,45-54,Current,12.6
100984,London,55-64,Current,10.3
100985,West Midlands,45-54,Current,20.0
100986,East of England,55-64,Current,10.2
100987,Yorkshire and Humber,35-44,Current,12.9
100988,East Midlands,65+,Current,15.9
100989,Yorkshire and Humber,18-24,Current,2.8
100990,South West,35-44,Savings,1.0
100991,London,65+,Current,19.5
100992,South East,25-34,Current,14.7
100993,South West,25-34,Savings,7.9
100994,North West,35-44,Savings,0.5
100995,East of England,35-44,Current,3.4
100996,London,65+,Current,0.3
100997,London,55-64,Premier,8.0
100998,East Midlands,35-44,Savings,11.1
100999,Wales,65+,Current,3.3
101000,North West,45-54,Current,12.8
101001,East Midlands,65+,Current,19.1
101002,London,25-34,Current,19.8
101003,West Midlands,35-44,Current,16.7
101004,West Midlands,18-24,Premier,8.9
101005,London,18-24,Current,11.0
101006,Yorkshire and Humber,55-64,Current,10.1
101007,East of England,25-34,Savings,3.2
101008,North West,45-54,Current,17.1
101009,South East,55-64,Savings,13.5
101010,London,18-24,Current,12.8
101011,South East,35-44,Current,4.5
101012,London,45-54,Current,3.1
101013,London,65+,Premier,17.5
101014,North East,35-44,Savings,3.7
101015,Yorkshire and Humber,65+,Savings,1.6
101016,West Midlands,55-64,Current,12.5
101017,South East,45-54,Savings,14.1
101018,South West,35-44,Current,2.5
101019,East Midlands,55-64,Savings,4.2
101020,London,55-64,Current,15.8
101021,East of England,35-44,Savings,18.6
101022,South East,65+,Current,9.6
101023,Wales,65+,Current,15.9
101024,London,35-44,Savings,6.5
101025,South East,55-64,Current,14.1
101026,North West,45-54,Current,11.2
101027,North East,55-64,Premier,16.9
101028,Yorkshire and Humber,55-64,Current,15.5
101029,South East,18-24,Current,5.8
101030,Yorkshire and Humber,25-34,Savings,3.1
101031,London,35-44,Savings,16.2
101032,South East,65+,Current,0.8
101033,London,35-44,Current,13.6
101034,East of England,65+,Current,9.6
101035,Yorkshire and Humber,35-44,Current,1.6
101036,London,35-44,Savings,13.8
101037,Yorkshire and Humber,65+,Premier,9.7
101038,Yorkshire and Humber,45-54,Current,17.2
101039,London,35-44,Current,4.3
101040,West Midlands,18-24,Savings,0.1
101041,West Midlands,25-34,Current,2.7
101042,South East,25-34,Savings,5.5
101043,South East,35-44,Current,13.1
101044,South East,45-54,Current,7.3
101045,East Midlands,35-44,Savings,2.5
101046,North West,18-24,Premier,19.6
101047,West Midlands,25-34,Current,2.3
101048,South East,35-44,Student,7.2
101049,East of England,65+,Current,17.5
101050,North West,35-44,Current,13.1
101051,South East,25-34,Current,6.5
101052,West Midlands,45-54,Current,19.4
101053,North West,65+,Savings,10.1
101054,West Midlands,55-64,Current,0.3
101055,North West,55-64,Current,0.2
101056,South East,65+,Current,18.8
101057,East of England,45-54,Savings,5.7
101058,West Midlands,65+,Premier,16.3
101059,London,18-24,Current,1.0
101060,South East,55-64,Current,3.0
101061,North East,55-64,Premier,17.1
101062,London,65+,Current,19.9
101063,North West,35-44,Savings,1.1
101064,London,55-64,Current,3.4
101065,North West,25-34,Student,14.5
101066,Wales,45-54,Current,10.6
101067,Yorkshire and Humber,35-44,Current,8.2
101068,South East,45-54,Current,4.0
101069,East Midlands,45-54,Current,18.9
101070,Yorkshire and Humber,35-44,Current,3.5
101071,East of England,25-34,Premier,5.4
101072,London,35-44,Current,6.6
101073,London,45-54,Current,2.9
101074,North East,45-54,Current,10.8
101075,East of England,55-64,Current,6.9
101076,North West,25-34,Current,12.2
101077,London,55-64,Current,7.4
101078,London,45-54,Savings,2.4
101079,London,18-24,Savings,17.5
101080,Yorkshire and Humber,35-44,Current,10.2
101081,North West,35-44,Savings,6.5
101082,East of England,35-44,Current,0.4
101083,East of England,25-34,Current,12.0
101084,South West,25-34,Premier,15.7
101085,Wales,18-24,Student,13.0
101086,South East,25-34,Current,15.8
101087,South East,25-34,Current,3.2
101088,South East,55-64,Current,19.4
101089,London,45-54,Current,4.3
101090,London,35-44,Savings,5.4
101091,North West,45-54,Current,10.3
101092,London,45-54,Premier,0.2
101093,North West,25-34,Savings,8.9
101094,North West,25-34,Current,4.0
101095,London,25-34,Student,15.0
101096,Yorkshire and Humber,45-54,Savings,15.2
101097,North West,35-44,Current,12.4
101098,South West,35-44,Current,8.5
101099,East of England,45-54,Student,6.3
101100,West Midlands,65+,Premier,16.6
101101,East Midlands,35-44,Current,10.2
101102,Yorkshire and Humber,45-54,Savings,10.0
101103,South West,35-44,Student,2.4
101104,South West,55-64,Premier,4.4
101105,West Midlands,55-64,Current,7.3
101106,South East,55-64,Current,14.0
101107,West Midlands,25-34,Student,16.9
101108,Yorkshire and Humber,35-44,Current,19.9
101109,Wales,55-64,Current,8.6
101110,West Midlands,35-44,Current,9.1
101111,West Midlands,65+,Current,15.3
101112,Yorkshire and Humber,35-44,Savings,6.5
101113,London,45-54,Current,10.9
101114,North East,35-44,Savings,13.6
101115,Wales,35-44,Current,4.8
101116,East Midlands,55-64,Savings,5.7
101117,West Midlands,25-34,Current,7.2
101118,South West,45-54,Current,11.6
101119,North West,45-54,Premier,5.5
101120,East of England,55-64,Savings,4.2
101121,South East,45-54,Current,3.1
101122,West Midlands,65+,Current,16.2
101123,South West,65+,Current,17.7
101124,West Midlands,35-44,Premier,18.1
101125,Yorkshire and Humber,55-64,Current,16.5
101126,London,65+,Premier,2.8
101127,London,25-34,Current,2.0
101128,South East,45-54,Savings,10.0
101129,South East,35-44,Current,10.5
101130,Wales,45-54,Current,14.7
101131,Wales,25-34,Premier,4.5
101132,London,55-64,Current,18.6
101133,West Midlands,35-44,Premier,6.3
101134,South East,45-54,Current,11.6
101135,Wales,18-24,Current,17.3
101136,North West,55-64,Premier,10.5
101137,London,45-54,Savings,15.1
101138,Yorkshire and Humber,45-54,Current,15.0
101139,East Midlands,35-44,Current,15.8
101140,South East,25-34,Current,16.2
101141,Yorkshire and Humber,35-44,Student,7.9
101142,South West,65+,Current,7.3
101143,South West,25-34,Current,16.1
101144,South West,45-54,Current,11.6
101145,Yorkshire and Humber,18-24,Savings,12.2
101146,North West,55-64,Premier,8.3
101147,South East,25-34,Savings,4.1
101148,South West,35-44,Current,9.2
101149,London,35-44,Current,19.4
101150,East of England,25-34,Current,5.9
101151,West Midlands,35-44,Student,5.5
101152,East of England,35-44,Current,2.7
101153,West Midlands,45-54,Savings,9.7
101154,West Midlands,65+,Current,5.8
101155,London,35-44,Premier,13.8
101156,East Midlands,65+,Current,2.8
101157,East Midlands,35-44,Current,5.0
101158,East Midlands,25-34,Premier,1.3
101159,London,25-34,Premier,0.9
101160,South East,35-44,Current,16.3
101161,East Midlands,35-44,Savings,18.1
101162,South East,65+,Savings,15.3
101163,South West,45-54,Current,17.3
101164,West Midlands,45-54,Current,1.8
101165,West Midlands,45-54,Savings,18.0
101166,East of England,35-44,Savings,9.4
101167,South West,45-54,Current,15.4
101168,London,25-34,Current,12.4
101169,South West,25-34,Savings,7.1
101170,West Midlands,35-44,Current,5.4
101171,Yorkshire and Humber,25-34,Savings,2.5
101172,South East,45-54,Savings,8.3
101173,North West,18-24,Current,9.9
101174,South East,25-34,Current,19.7
101175,London,65+,Current,0.8
101176,South East,65+,Current,11.8
101177,London,35-44,Current,10.5
101178,Yorkshire and Humber,45-54,Savings,0.6
101179,North West,55-64,Student,6.7
101180,West Midlands,18-24,Current,8.5
101181,South East,35-44,Savings,9.9
101182,West Midlands,25-34,Current,4.7
101183,East Midlands,35-44,Savings,0.8
101184,West Midlands,65+,Current,5.9
101185,West Midlands,55-64,Current,16.7
101186,South West,65+,Current,16.2
101187,Yorkshire and Humber,55-64,Current,3.7
101188,Wales,45-54,Premier,13.0
101189,West Midlands,55-64,Current,18.5
101190,South East,45-54,Current,3.5
101191,London,35-44,Savings,2.7
101192,Yorkshire and Humber,35-44,Current,0.5
101193,East of England,45-54,Current,3.5
101194,Wales,25-34,Current,16.3
101195,East of England,35-44,Current,16.3
101196,West Midlands,25-34,Student,10.9
101197,North West,45-54,Current,6.7
101198,South East,25-34,Current,16.2
101199,North West,35-44,Current,4.0
101200,South East,45-54,Premier,2.9
101201,London,25-34,Student,1.9
101202,London,65+,Current,17.0
101203,South West,35-44,Savings,14.3
101204,South East,35-44,Current,12.5
101205,East Midlands,18-24,Current,14.6
101206,East Midlands,55-64,Student,3.0
101207,London,45-54,Student,7.8
101208,London,35-44,Current,16.3
101209,North West,25-34,Student,18.3
101210,Yorkshire and Humber,55-64,Savings,10.3
